CHROM,BIN,MEDIAN_INSERT_SIZE,GC,OBSERVATIONS
Supercontig_1.2,0,219,0.371919080779944,718
Supercontig_1.2,1,197,0.435658359621451,634
Supercontig_1.2,2,195,0.347670711297071,478
Supercontig_1.2,3,207,0.39817121879589,681
Supercontig_1.2,4,209,0.410902460202605,691
Supercontig_1.2,5,210,0.388938450292398,684
Supercontig_1.2,6,203,0.452773018292683,656
Supercontig_1.2,7,204,0.41068598265896,692
Supercontig_1.2,8,203,0.469835403726709,644
Supercontig_1.2,9,205,0.439588544891641,646
Supercontig_1.2,10,208,0.420235213414634,656
Supercontig_1.2,11,208,0.363668016759777,716
Supercontig_1.2,12,212,0.396850632911392,711
Supercontig_1.2,13,210,0.388367678300456,659
Supercontig_1.2,14,203,0.398987120115774,691
Supercontig_1.2,15,208,0.437349548192771,664
Supercontig_1.2,16,210,0.448721962616823,642
Supercontig_1.2,17,215,0.470683774834437,604
Supercontig_1.2,18,209,0.434972977099238,655
Supercontig_1.2,19,210,0.393026952526799,653
Supercontig_1.2,20,210,0.439585007974483,627
Supercontig_1.2,21,208,0.391639124293786,708
Supercontig_1.2,22,210,0.411198634294385,659
Supercontig_1.2,23,210,0.387751301684533,653
Supercontig_1.2,24,173,0.408457401812689,331
Supercontig_1.2,25,210,0.440062037037037,648
Supercontig_1.2,26,200,0.451572572402045,587
Supercontig_1.2,27,209,0.483805482041588,529
Supercontig_1.2,28,209,0.417246417445483,642
Supercontig_1.2,29,212,0.436556250000001,608
Supercontig_1.2,30,210,0.426468785046729,535
Supercontig_1.2,31,206,0.414555088852989,619
Supercontig_1.2,32,204,0.40985542763158,608
Supercontig_1.2,33,204,0.434559674796748,615
Supercontig_1.2,34,206,0.477047540983607,549
Supercontig_1.2,35,215,0.4158,613
Supercontig_1.2,36,202,0.43036422338569,573
Supercontig_1.2,37,215,0.422318761384336,549
Supercontig_1.2,38,201,0.419899431818181,528
Supercontig_1.2,39,208,0.468288966725045,571
Supercontig_1.2,40,204,0.508859603960395,505
Supercontig_1.2,41,207,0.446231034482758,609
Supercontig_1.2,42,206,0.438042379182156,538
Supercontig_1.2,43,203,0.419414673046252,627
Supercontig_1.2,44,209,0.448973967684022,557
Supercontig_1.2,45,209,0.454532675044883,557
Supercontig_1.2,46,209,0.418584362934364,518
Supercontig_1.2,47,203,0.484120077220077,518
Supercontig_1.2,48,205,0.451799049429658,526
Supercontig_1.2,49,214,0.392413644524238,557
Supercontig_1.2,50,207.5,0.376887582781458,604
Supercontig_1.2,51,207,0.399506765676568,606
Supercontig_1.2,52,202,0.370657271364318,667
Supercontig_1.2,53,209.5,0.437364946619217,562
Supercontig_1.2,54,203,0.417314102564103,546
Supercontig_1.2,55,207,0.404285154975531,613
Supercontig_1.2,56,198,0.373889393939394,660
Supercontig_1.2,57,205,0.371802454991818,611
Supercontig_1.2,58,199,0.418846597938145,485
Supercontig_1.2,59,209,0.45198810483871,496
Supercontig_1.2,60,211,0.395573246329528,613
Supercontig_1.2,61,206,0.403544122965643,553
Supercontig_1.2,62,211.5,0.40828367003367,594
Supercontig_1.2,63,204,0.393558053097345,565
Supercontig_1.2,64,204,0.404517863397548,571
Supercontig_1.2,65,207,0.398294234234235,555
Supercontig_1.2,66,215,0.405573192239859,567
Supercontig_1.2,67,208,0.474146942800789,507
Supercontig_1.2,68,207,0.414216360294118,544
Supercontig_1.2,69,204,0.427699602385687,503
Supercontig_1.2,70,209,0.415715619389588,557
Supercontig_1.2,71,204,0.430396980461812,563
Supercontig_1.2,72,203,0.373981942078365,587
Supercontig_1.2,73,207,0.397604954128441,545
Supercontig_1.2,74,201,0.421157466918714,529
Supercontig_1.2,75,205,0.411496666666667,570
Supercontig_1.2,76,205,0.381246422018349,545
Supercontig_1.2,77,205.5,0.405411469534051,558
Supercontig_1.2,78,211,0.418615881326353,573
Supercontig_1.2,79,212,0.40331828358209,536
Supercontig_1.2,80,206,0.404077904761905,525
Supercontig_1.2,81,214,0.408846915887851,535
Supercontig_1.2,82,210.5,0.422214062499999,512
Supercontig_1.2,83,206.5,0.420203057553958,556
Supercontig_1.2,84,214,0.425262868369352,509
Supercontig_1.2,85,209,0.420273458904109,584
Supercontig_1.2,86,209,0.387592869875223,561
Supercontig_1.2,87,212,0.386457059961316,517
Supercontig_1.2,88,209,0.357920261437908,612
Supercontig_1.2,89,207,0.399601808318265,553
Supercontig_1.2,90,213,0.458599797979798,495
Supercontig_1.2,91,214,0.517053738317757,428
Supercontig_1.2,92,209.5,0.451670158102767,506
Supercontig_1.2,93,214,0.541810503282275,457
Supercontig_1.2,94,209,0.513187772925764,458
Supercontig_1.2,95,210,0.51344967032967,455
Supercontig_1.2,96,208,0.477259304703476,489
Supercontig_1.2,97,204,0.4898,483
Supercontig_1.2,98,203,0.414907291666667,576
Supercontig_1.2,99,209,0.396013090909092,550
Supercontig_1.2,100,206,0.396248076923078,572
Supercontig_1.2,101,206.5,0.375873646209387,554
Supercontig_1.2,102,209,0.407301215277778,576
Supercontig_1.2,103,207,0.416757707509882,506
Supercontig_1.2,104,208,0.421988619402986,536
Supercontig_1.2,105,205,0.429206498194946,554
Supercontig_1.2,106,214,0.462188453608248,485
Supercontig_1.2,107,208.5,0.481170175438596,456
Supercontig_1.2,108,207,0.420276127819549,532
Supercontig_1.2,109,210,0.38685331010453,574
Supercontig_1.2,110,202,0.382433519553072,537
Supercontig_1.2,111,209.5,0.462688996138996,518
Supercontig_1.2,112,205,0.415991187739464,522
Supercontig_1.2,113,203,0.419350097465888,513
Supercontig_1.2,114,210,0.401845233644861,535
Supercontig_1.2,115,203,0.392185964912281,570
Supercontig_1.2,116,212,0.399581541218639,558
Supercontig_1.2,117,203,0.378581441441442,555
Supercontig_1.2,118,207,0.370817863105175,599
Supercontig_1.2,119,203,0.397491978609625,561
Supercontig_1.2,120,210,0.41345,512
Supercontig_1.2,121,211,0.413986096256685,561
Supercontig_1.2,122,210,0.404783239171375,531
Supercontig_1.2,123,206,0.462927766990292,515
Supercontig_1.2,124,205.5,0.47296193415638,486
Supercontig_1.2,125,209,0.444268190476192,525
Supercontig_1.2,126,205,0.440474671669795,533
Supercontig_1.2,127,209.5,0.447784160305344,524
Supercontig_1.2,128,204.5,0.398058768656718,536
Supercontig_1.2,129,206,0.427020176991151,565
Supercontig_1.2,130,201.5,0.451205133079849,526
Supercontig_1.2,131,210,0.42571407249467,469
Supercontig_1.2,132,221,0.443386363636364,506
Supercontig_1.2,133,206,0.423699040307102,521
Supercontig_1.2,134,211,0.405365719360569,563
Supercontig_1.2,135,207,0.463220886075951,474
Supercontig_1.2,136,214,0.494016498993964,497
Supercontig_1.2,137,208,0.452118415841584,505
Supercontig_1.2,138,208,0.482667446808511,470
Supercontig_1.2,139,205,0.455801039501041,481
Supercontig_1.2,140,215,0.411176785714286,504
Supercontig_1.2,141,207,0.403562257495591,567
Supercontig_1.2,142,209,0.43946484375,512
Supercontig_1.2,143,207,0.384109683426443,537
Supercontig_1.2,144,216,0.425440909090909,506
Supercontig_1.2,145,203,0.409164631578947,475
Supercontig_1.2,146,211,0.399281391304348,575
