CHROM,BIN,MEDIAN_INSERT_SIZE,GC,OBSERVATIONS
Supercontig_1.4,0,192,0.391074342105263,3648
Supercontig_1.4,1,190,0.381889163120568,3525
Supercontig_1.4,2,199,0.399872667501562,3194
Supercontig_1.4,3,191,0.392139663865546,1190
Supercontig_1.4,4,182,0.442475041186161,1214
Supercontig_1.4,5,200,0.496206131260796,1158
Supercontig_1.4,6,126,0.400116363636364,55
Supercontig_1.4,7,199,0.484733525061627,1217
Supercontig_1.4,8,160,0.436584031936128,501
Supercontig_1.4,9,206,0.44765070422535,923
Supercontig_1.4,10,181,0.417892045454545,968
Supercontig_1.4,11,183,0.360058248472504,982
Supercontig_1.4,12,140.5,0.35792,580
Supercontig_1.4,13,194,0.506655689655172,1160
Supercontig_1.4,14,208,0.491168130921618,1161
Supercontig_1.4,15,187,0.395588431677019,1288
Supercontig_1.4,16,216,0.544223465703972,1108
Supercontig_1.4,17,196,0.484519449541284,1090
Supercontig_1.4,18,194,0.44823835956918,1207
Supercontig_1.4,19,213,0.446360033444815,1196
Supercontig_1.4,20,211,0.539243767840153,1051
Supercontig_1.4,21,202,0.481141864555849,1137
Supercontig_1.4,22,201,0.520291420911529,1119
Supercontig_1.4,23,196,0.487747768281102,1053
Supercontig_1.4,24,206,0.527303301476978,1151
Supercontig_1.4,25,203,0.580697105508872,1071
Supercontig_1.4,26,210,0.520938657844991,1058
Supercontig_1.4,27,208,0.52306279733587,1051
Supercontig_1.4,28,206,0.524067820392891,1069
Supercontig_1.4,29,202,0.446601247771837,1122
Supercontig_1.4,30,208,0.507022577092509,908
Supercontig_1.4,31,228,0.670596745932415,799
Supercontig_1.4,32,196,0.465556440071555,1118
Supercontig_1.4,33,192,0.352198653998415,1263
Supercontig_1.4,34,204,0.35872946236559,1395
Supercontig_1.4,35,206.5,0.386338360655737,1220
Supercontig_1.4,36,193,0.449434259259259,756
Supercontig_1.4,37,118,0.354351175656985,723
Supercontig_1.4,38,158,0.378896036036036,1665
Supercontig_1.4,39,89,0.377646323529412,408
Supercontig_1.4,40,79,0.3937875,192
Supercontig_1.4,41,70,0.345318348623853,109
Supercontig_1.4,42,,0,0
Supercontig_1.4,43,154.5,0.416655116959064,684
Supercontig_1.4,44,198,0.506555631733594,1021
Supercontig_1.4,45,195,0.391209900090825,1101
Supercontig_1.4,46,179,0.405686611265004,1083
Supercontig_1.4,47,205,0.504371551724138,1044
Supercontig_1.4,48,204.5,0.52268478664193,1078
Supercontig_1.4,49,198,0.362307639419404,1309
Supercontig_1.4,50,209,0.545395233366434,1007
Supercontig_1.4,51,186.5,0.416794808306708,1252
Supercontig_1.4,52,215,0.550601763485479,964
Supercontig_1.4,53,207,0.473600286806884,1046
Supercontig_1.4,54,208,0.41255659574468,1175
Supercontig_1.4,55,213,0.392838399353273,1237
Supercontig_1.4,56,210.5,0.477067421259842,1016
Supercontig_1.4,57,203,0.376794492525569,1271
Supercontig_1.4,58,204,0.435563841298467,1109
Supercontig_1.4,59,209,0.396926047658174,1217
Supercontig_1.4,60,204,0.432866371681416,1130
Supercontig_1.4,61,208,0.390611813643925,1202
Supercontig_1.4,62,210,0.535178411405297,982
Supercontig_1.4,63,214,0.533258890030831,973
Supercontig_1.4,64,208,0.348977142857142,1330
Supercontig_1.4,65,208,0.427260136869118,1169
Supercontig_1.4,66,210,0.418126782608694,1150
Supercontig_1.4,67,211,0.421567026578071,1204
Supercontig_1.4,68,211,0.398090564448188,1187
Supercontig_1.4,69,206,0.409068378158107,1227
Supercontig_1.4,70,210,0.395306212251939,1159
Supercontig_1.4,71,212,0.405294412010008,1199
Supercontig_1.4,72,205,0.488428844221104,995
Supercontig_1.4,73,209,0.386790716180371,1131
Supercontig_1.4,74,208.5,0.44843589527027,1184
Supercontig_1.4,75,208,0.493553686200379,1058
Supercontig_1.4,76,199,0.425664784053155,1204
Supercontig_1.4,77,211,0.540807202505219,958
Supercontig_1.4,78,213,0.510440019762847,1012
Supercontig_1.4,79,202.5,0.454746972860124,958
Supercontig_1.4,80,164,0.380631658291455,1194
Supercontig_1.4,81,194,0.438208264462809,968
Supercontig_1.4,82,170,0.358609606587374,1093
Supercontig_1.4,83,208,0.471737086684541,1119
Supercontig_1.4,84,169,0.37479276422764,1230
Supercontig_1.4,85,205,0.491572865853658,984
Supercontig_1.4,86,200,0.382606738768717,1202
Supercontig_1.4,87,210,0.463539772727273,968
Supercontig_1.4,88,209,0.535585972369819,941
Supercontig_1.4,89,206,0.409179369138959,1173
Supercontig_1.4,90,180,0.431089773755656,1105
Supercontig_1.4,91,211,0.571936618257262,964
Supercontig_1.4,92,207,0.439932090909088,1100
Supercontig_1.4,93,207,0.399064070796459,1130
Supercontig_1.4,94,211,0.448498592870544,1066
Supercontig_1.4,95,208,0.444620767072029,1069
Supercontig_1.4,96,205,0.372258697444352,1213
Supercontig_1.4,97,209.5,0.486228921568626,1020
Supercontig_1.4,98,210,0.548551545253865,906
Supercontig_1.4,99,204.5,0.558362180974478,862
Supercontig_1.4,100,206,0.515724590163936,976
Supercontig_1.4,101,214,0.562283276450513,879
Supercontig_1.4,102,215,0.371047792408984,1291
Supercontig_1.4,103,209.5,0.545671460176993,904
Supercontig_1.4,104,213,0.558416090712743,926
Supercontig_1.4,105,209,0.486123241590211,981
Supercontig_1.4,106,207,0.390075611814344,1185
Supercontig_1.4,107,214,0.373962220381109,1207
Supercontig_1.4,108,209,0.418319870609981,1082
Supercontig_1.4,109,209,0.461782682682681,999
Supercontig_1.4,110,213,0.414657523645742,1163
Supercontig_1.4,111,209,0.433363206672844,1079
Supercontig_1.4,112,209,0.437219119025303,1067
Supercontig_1.4,113,211,0.401047307001793,1114
Supercontig_1.4,114,208,0.425310802139038,935
Supercontig_1.4,115,209,0.458623684210527,950
Supercontig_1.4,116,207,0.459152499999999,880
Supercontig_1.4,117,199,0.414140743494421,1345
Supercontig_1.4,118,207,0.453976616915421,1005
Supercontig_1.4,119,204,0.492282754994741,951
Supercontig_1.4,120,212,0.417308365384615,1040
Supercontig_1.4,121,207,0.43557199191102,989
Supercontig_1.4,122,207,0.407331999999998,1100
Supercontig_1.4,123,208,0.402300843881856,1185
Supercontig_1.4,124,218,0.405648967795209,1211
Supercontig_1.4,125,212,0.408326129317978,1129
Supercontig_1.4,126,209,0.425627504725897,1058
Supercontig_1.4,127,211,0.42674421708185,1124
Supercontig_1.4,128,209,0.399134999999999,1100
Supercontig_1.4,129,213,0.444090833333334,1080
Supercontig_1.4,130,209,0.419527231329688,1098
Supercontig_1.4,131,209,0.397579505300353,1132
Supercontig_1.4,132,207,0.419759667541555,1143
Supercontig_1.4,133,208,0.389306643952299,1174
Supercontig_1.4,134,210,0.397615579710143,1104
Supercontig_1.4,135,213,0.3936914495114,1228
Supercontig_1.4,136,207,0.411838441558442,1155
Supercontig_1.4,137,211,0.387128376068377,1170
Supercontig_1.4,138,211,0.394410481099655,1164
Supercontig_1.4,139,205.5,0.410648915009041,1106
Supercontig_1.4,140,208,0.404086655546288,1199
Supercontig_1.4,141,208,0.321244724409448,1270
Supercontig_1.4,142,207,0.304369776119402,1340
Supercontig_1.4,143,210,0.303598870481927,1328
Supercontig_1.4,144,212,0.378488963210702,1196
Supercontig_1.4,145,215,0.378625847123717,1269
Supercontig_1.4,146,209,0.389217989864863,1184
Supercontig_1.4,147,209,0.395493677649153,1123
Supercontig_1.4,148,207,0.414788743455496,1146
Supercontig_1.4,149,195,0.39119512652296,1067
Supercontig_1.4,150,207,0.42375541401274,1099
Supercontig_1.4,151,211,0.378882255244755,1144
Supercontig_1.4,152,213,0.39769430315361,983
Supercontig_1.4,153,208,0.414501178603807,1103
Supercontig_1.4,154,208,0.400196673003801,1052
Supercontig_1.4,155,207,0.413747419072615,1143
Supercontig_1.4,156,209,0.397192134831459,1068
Supercontig_1.4,157,214.5,0.414464738805969,1072
Supercontig_1.4,158,205,0.424911730769232,1040
Supercontig_1.4,159,211.5,0.487802729257641,916
Supercontig_1.4,160,212,0.43950506585613,987
Supercontig_1.4,161,204,0.466036074561402,912
Supercontig_1.4,162,192,0.426449348534203,614
Supercontig_1.4,163,195,0.516842362768498,838
Supercontig_1.4,164,189,0.543163921568627,765
Supercontig_1.4,165,152,0.461076716417911,335
Supercontig_1.4,166,181,0.553057668711657,652
Supercontig_1.4,167,153.5,0.520530752212389,452
Supercontig_1.4,168,169.5,0.47863552631579,304
Supercontig_1.4,169,176,0.477860813308687,1082
Supercontig_1.4,170,188,0.478004958677686,847
Supercontig_1.4,171,148,0.464416997792495,453
Supercontig_1.4,172,174,0.478603992015968,501
Supercontig_1.4,173,,0,0
Supercontig_1.4,174,109,0.5254407960199,201
Supercontig_1.4,175,190,0.581779475308642,648
Supercontig_1.4,176,,0,0
Supercontig_1.4,177,21,0.3867,1
Supercontig_1.4,178,192,0.660306336633664,505
Supercontig_1.4,179,211,0.573770960187352,854
Supercontig_1.4,180,208,0.390426753975679,1069
Supercontig_1.4,181,210,0.621505290322581,775
Supercontig_1.4,182,212,0.579661146496815,785
Supercontig_1.4,183,209,0.502103502824857,885
Supercontig_1.4,184,210,0.416206042296072,993
Supercontig_1.4,185,210,0.432553956834532,973
Supercontig_1.4,186,207,0.419731900668575,1047
Supercontig_1.4,187,211,0.387259255631732,1021
Supercontig_1.4,188,209,0.435135052631579,950
Supercontig_1.4,189,212,0.49604211111111,900
Supercontig_1.4,190,210,0.528048689956332,916
Supercontig_1.4,191,223,0.661107122905029,716
Supercontig_1.4,192,218.5,0.671425329815304,758
Supercontig_1.4,193,212,0.555562411347518,846
Supercontig_1.4,194,213,0.347191866913122,1082
Supercontig_1.4,195,216,0.579695714285715,700
Supercontig_1.4,196,217,0.522382312138727,865
Supercontig_1.4,197,207,0.547376463414636,820
Supercontig_1.4,198,210,0.540117512690355,788
Supercontig_1.4,199,206,0.408920594059405,1010
Supercontig_1.4,200,210,0.521180049875313,802
Supercontig_1.4,201,210,0.565771756756756,740
Supercontig_1.4,202,216,0.559442789034565,839
Supercontig_1.4,203,210.5,0.38283968401487,1076
Supercontig_1.4,204,207,0.620480706521741,736
Supercontig_1.4,205,217,0.47559387755102,882
Supercontig_1.4,206,213.5,0.360615356489945,1094
Supercontig_1.4,207,211,0.409157000993048,1007
Supercontig_1.4,208,207,0.44681715210356,927
Supercontig_1.4,209,209,0.387039232209738,1068
Supercontig_1.4,210,211,0.547209551886793,848
Supercontig_1.4,211,208,0.463448508287291,905
Supercontig_1.4,212,205.5,0.388947804391217,1002
Supercontig_1.4,213,210,0.346136233108108,1184
Supercontig_1.4,214,217,0.604048292682929,820
Supercontig_1.4,215,207,0.501136494597837,833
Supercontig_1.4,216,212,0.545329719387755,784
Supercontig_1.4,217,215,0.458583104540654,947
Supercontig_1.4,218,205,0.50083914510686,889
Supercontig_1.4,219,207,0.395981285444234,1058
Supercontig_1.4,220,210.5,0.499187946428573,896
Supercontig_1.4,221,213,0.55763048245614,912
Supercontig_1.4,222,209,0.463114973262032,935
Supercontig_1.4,223,215,0.575995104039169,817
Supercontig_1.4,224,210,0.485057553956833,973
Supercontig_1.4,225,207,0.396784084636615,1087
Supercontig_1.4,226,212,0.546162559241707,844
Supercontig_1.4,227,210,0.459167819706497,954
Supercontig_1.4,228,206.5,0.436942914979756,988
Supercontig_1.4,229,209.5,0.43002619047619,966
Supercontig_1.4,230,207,0.438470539419088,964
Supercontig_1.4,231,206,0.479080911062908,922
Supercontig_1.4,232,210,0.448056719576719,945
Supercontig_1.4,233,212,0.401909082568806,1090
Supercontig_1.4,234,214,0.541367704728952,867
Supercontig_1.4,235,210,0.559166464155529,823
Supercontig_1.4,236,208,0.385864102564101,1131
Supercontig_1.4,237,209.5,0.479258429561202,866
Supercontig_1.4,238,215,0.472801734693876,980
Supercontig_1.4,239,211,0.457179585798817,1014
Supercontig_1.4,240,206,0.577052380952381,819
Supercontig_1.4,241,204,0.36042959285005,1007
Supercontig_1.4,242,203,0.412108682328907,979
Supercontig_1.4,243,211.5,0.469321473029046,964
Supercontig_1.4,244,206,0.449145375722544,1038
Supercontig_1.4,245,199,0.385492132505175,966
Supercontig_1.4,246,199,0.44208159255429,967
Supercontig_1.4,247,213,0.473567477876108,904
Supercontig_1.4,248,211,0.482919607843136,918
Supercontig_1.4,249,209,0.449433502024291,988
Supercontig_1.4,250,205,0.481423408845738,927
Supercontig_1.4,251,208,0.514474945295407,914
Supercontig_1.4,252,209,0.526916647791619,883
Supercontig_1.4,253,210,0.471663535353534,990
Supercontig_1.4,254,210,0.344166055846422,1146
Supercontig_1.4,255,216,0.482089118607182,919
Supercontig_1.4,256,210,0.37189551056338,1136
Supercontig_1.4,257,204,0.36331134199134,1155
Supercontig_1.4,258,220,0.59733868159204,804
Supercontig_1.4,259,209,0.583113358778626,786
Supercontig_1.4,260,204,0.389511027027027,925
Supercontig_1.4,261,210,0.417315715715716,999
Supercontig_1.4,262,211,0.339804464285713,1120
Supercontig_1.4,263,210.5,0.392132712215321,966
Supercontig_1.4,264,209,0.564827103960396,808
Supercontig_1.4,265,214,0.375824288256227,1124
Supercontig_1.4,266,210,0.38531850853549,1113
Supercontig_1.4,267,208,0.567819191919191,792
Supercontig_1.4,268,215,0.391271282527881,1076
Supercontig_1.4,269,209,0.545541040462428,865
Supercontig_1.4,270,209,0.380993151969981,1066
Supercontig_1.4,271,211,0.384634109972039,1073
Supercontig_1.4,272,208,0.461909508196722,915
Supercontig_1.4,273,211,0.475228854166666,960
Supercontig_1.4,274,211,0.48636174282678,941
Supercontig_1.4,275,210,0.463953030303031,990
Supercontig_1.4,276,212,0.447758071278825,954
Supercontig_1.4,277,210.5,0.366448590021691,922
Supercontig_1.4,278,210,0.429613696060038,1066
Supercontig_1.4,279,209,0.448701627670394,983
Supercontig_1.4,280,211,0.449979855371899,968
Supercontig_1.4,281,208,0.466955638297871,940
Supercontig_1.4,282,212,0.454538366080661,967
Supercontig_1.4,283,211,0.44790195674562,971
Supercontig_1.4,284,213,0.468674458380845,877
Supercontig_1.4,285,211,0.438227783783783,925
Supercontig_1.4,286,214,0.582550523168908,669
Supercontig_1.4,287,217,0.62419918699187,738
Supercontig_1.4,288,211,0.48242244897959,833
Supercontig_1.4,289,208,0.522534474616294,847
