CHROM,BIN,MEDIAN_INSERT_SIZE,GC,OBSERVATIONS
Supercontig_1.7,0,237.5,0.489814028776978,1112
Supercontig_1.7,1,286,0.404651113585747,1796
Supercontig_1.7,2,286,0.455412870733076,1787
Supercontig_1.7,3,295,0.405329127811297,1823
Supercontig_1.7,4,300,0.399469515151515,1650
Supercontig_1.7,5,304,0.354033536585369,1804
Supercontig_1.7,6,303,0.367677626918535,1694
Supercontig_1.7,7,305,0.368777913135596,1888
Supercontig_1.7,8,282,0.382320558659218,895
Supercontig_1.7,9,289,0.378271185510427,1822
Supercontig_1.7,10,302,0.423477822349573,1745
Supercontig_1.7,11,309,0.404271380659586,1789
Supercontig_1.7,12,300,0.401235392609699,1732
Supercontig_1.7,13,290,0.444329330254041,1732
Supercontig_1.7,14,286,0.419782238193017,1948
Supercontig_1.7,15,297,0.562049046153845,1625
Supercontig_1.7,16,304,0.593477079365079,1575
Supercontig_1.7,17,297,0.452023196183662,1677
Supercontig_1.7,18,291,0.442989063408961,1719
Supercontig_1.7,19,302,0.42318328462887,1711
Supercontig_1.7,20,283,0.482532106824927,1685
Supercontig_1.7,21,289,0.393619871043376,1706
Supercontig_1.7,22,297,0.436546990740741,1728
Supercontig_1.7,23,298,0.478646691871457,1587
Supercontig_1.7,24,288,0.586798389261746,1490
Supercontig_1.7,25,300,0.460806941031939,1628
Supercontig_1.7,26,288,0.434723235613465,1842
Supercontig_1.7,27,295,0.444175164179107,1675
Supercontig_1.7,28,295,0.459269240924094,1515
Supercontig_1.7,29,298,0.402966865671645,1675
Supercontig_1.7,30,300,0.431561051373953,1674
Supercontig_1.7,31,307,0.681161492178099,1662
Supercontig_1.7,32,291,0.451732875000002,1600
Supercontig_1.7,33,303,0.421923634131365,1629
Supercontig_1.7,34,302,0.427916133004927,1624
Supercontig_1.7,35,297,0.421939999999999,1485
Supercontig_1.7,36,291.5,0.428195205479456,1606
Supercontig_1.7,37,309,0.440130177514792,1521
Supercontig_1.7,38,302,0.515411023622048,1397
