CHROM,BIN,MEDIAN_INSERT_SIZE,GC,OBSERVATIONS
Supercontig_1.5,0,207,0.483116870415645,2045
Supercontig_1.5,1,286,0.388977951002227,1796
Supercontig_1.5,2,258,0.459414925373135,1273
Supercontig_1.5,3,286,0.478061029411765,1904
Supercontig_1.5,4,297,0.465208879919272,1982
Supercontig_1.5,5,305,0.455380787937745,2056
Supercontig_1.5,6,288,0.494653785071467,1889
Supercontig_1.5,7,293.5,0.443132376126126,1776
Supercontig_1.5,8,287,0.441756357579122,1801
Supercontig_1.5,9,302,0.517438402203854,1815
Supercontig_1.5,10,305,0.535999542072125,1747
Supercontig_1.5,11,310,0.499221924603174,1008
Supercontig_1.5,12,297,0.482572091656877,1702
Supercontig_1.5,13,291,0.448689886892882,1503
Supercontig_1.5,14,,0,0
Supercontig_1.5,15,,0,0
Supercontig_1.5,16,,0,0
Supercontig_1.5,17,,0,0
Supercontig_1.5,18,,0,0
Supercontig_1.5,19,282,0.456122733953947,2041
Supercontig_1.5,20,250.5,0.431290236686389,2028
Supercontig_1.5,21,306,0.552944709897608,1758
Supercontig_1.5,22,304,0.546188819167142,1753
Supercontig_1.5,23,308,0.42991592689295,1915
Supercontig_1.5,24,296,0.452372178060415,1887
Supercontig_1.5,25,309,0.444249432989691,1940
Supercontig_1.5,26,291,0.451361566651398,2183
Supercontig_1.5,27,307,0.378757706766919,2128
Supercontig_1.5,28,296,0.499906919275122,1821
Supercontig_1.5,29,300,0.432366853360488,1964
Supercontig_1.5,30,304,0.485659283387622,1842
Supercontig_1.5,31,299.5,0.465921041445272,1882
Supercontig_1.5,32,299,0.489173888605008,1957
Supercontig_1.5,33,305,0.416280386888771,1861
Supercontig_1.5,34,306,0.460160798362333,1954
Supercontig_1.5,35,294,0.452973565034229,1899
Supercontig_1.5,36,308,0.422882328190743,2139
Supercontig_1.5,37,309,0.421962265163714,1863
Supercontig_1.5,38,300,0.447651624548739,1939
Supercontig_1.5,39,301,0.403834496314499,2035
Supercontig_1.5,40,297,0.504461797162377,1903
Supercontig_1.5,41,307,0.428880837988826,1790
Supercontig_1.5,42,301,0.484657659467603,1991
Supercontig_1.5,43,306,0.495275672823219,1895
Supercontig_1.5,44,308,0.487364178356712,1996
Supercontig_1.5,45,323,0.689072681281619,1779
Supercontig_1.5,46,295,0.529506267332222,1803
Supercontig_1.5,47,297,0.532151181968112,1819
Supercontig_1.5,48,305,0.386000000000003,1944
Supercontig_1.5,49,308,0.455393110871904,1858
Supercontig_1.5,50,315.5,0.605570668176672,1766
Supercontig_1.5,51,305,0.425053858185607,1918
Supercontig_1.5,52,301,0.401789617768595,1936
Supercontig_1.5,53,305,0.506100785193496,1783
Supercontig_1.5,54,297,0.543135479951397,1646
Supercontig_1.5,55,298,0.513686508396061,1727
Supercontig_1.5,56,305.5,0.484843763440862,1860
Supercontig_1.5,57,307,0.441639555073251,1843
Supercontig_1.5,58,294,0.458952810810813,1850
Supercontig_1.5,59,293,0.509143418013857,1732
Supercontig_1.5,60,302,0.483307865786579,1818
Supercontig_1.5,61,304,0.396467270896272,1986
Supercontig_1.5,62,303.5,0.499605199999998,1750
Supercontig_1.5,63,311,0.379885553278689,1952
Supercontig_1.5,64,304,0.479359427336576,1851
Supercontig_1.5,65,299,0.459794558991982,1746
Supercontig_1.5,66,300,0.488449481723948,1833
Supercontig_1.5,67,299,0.405282709750566,1764
Supercontig_1.5,68,302,0.497976533650981,1679
Supercontig_1.5,69,299,0.43228098881695,1699
Supercontig_1.5,70,298,0.460703970678071,1637
Supercontig_1.5,71,293,0.465965386819482,1745
Supercontig_1.5,72,304,0.4386378630137,1825
Supercontig_1.5,73,309,0.456621091354997,1631
Supercontig_1.5,74,302,0.431828793774319,1799
Supercontig_1.5,75,297.5,0.476022578692494,1652
Supercontig_1.5,76,308,0.458433139872314,1723
Supercontig_1.5,77,293,0.436404100601423,1829
Supercontig_1.5,78,294.5,0.465424325842697,1780
Supercontig_1.5,79,315,0.452142295887048,1629
Supercontig_1.5,80,294,0.408510653889513,1774
Supercontig_1.5,81,298,0.459139319809072,1676
Supercontig_1.5,82,300,0.436003885714286,1750
Supercontig_1.5,83,297,0.530986653895274,1566
Supercontig_1.5,84,297,0.452886917960088,1804
Supercontig_1.5,85,304,0.413036775956285,1830
Supercontig_1.5,86,309,0.409978550891317,1739
Supercontig_1.5,87,291,0.503718082368082,1554
Supercontig_1.5,88,277,0.411896878483835,897
Supercontig_1.5,89,294,0.439601912399752,1621
Supercontig_1.5,90,301,0.475215131964807,1705
Supercontig_1.5,91,296,0.415498753709198,1685
Supercontig_1.5,92,296,0.46104798657718,1490
Supercontig_1.5,93,298.5,0.487660449574727,1646
Supercontig_1.5,94,310.5,0.402705194063927,1752
Supercontig_1.5,95,309,0.444994329028636,1781
Supercontig_1.5,96,302,0.459418582375479,1566
Supercontig_1.5,97,299,0.462165904761905,1575
Supercontig_1.5,98,342,0.405614809274496,1337
Supercontig_1.5,99,302,0.61330681348933,1453
Supercontig_1.5,100,294,0.503140969899666,1794
Supercontig_1.5,101,306,0.379231873198846,1735
Supercontig_1.5,102,292,0.503203194103192,1628
Supercontig_1.5,103,309,0.420347118847541,1666
Supercontig_1.5,104,295,0.555141237785015,1535
