CHROM,BIN,MEDIAN_INSERT_SIZE,GC,OBSERVATIONS
Supercontig_1.5,0,222,0.488122691933915,2058
Supercontig_1.5,1,300,0.387056591211716,1502
Supercontig_1.5,2,275,0.46222364802933,1091
Supercontig_1.5,3,300,0.476228115408228,1629
Supercontig_1.5,4,297,0.465138653960689,1679
Supercontig_1.5,5,309,0.454695166163144,1655
Supercontig_1.5,6,306,0.494939446153845,1625
Supercontig_1.5,7,299,0.445111950904393,1548
Supercontig_1.5,8,286,0.444199933199732,1497
Supercontig_1.5,9,310,0.517597727272724,1584
Supercontig_1.5,10,311,0.535412007746934,1549
Supercontig_1.5,11,321,0.506853801169589,855
Supercontig_1.5,12,311,0.481980863787379,1505
Supercontig_1.5,13,302,0.4478827014218,1266
Supercontig_1.5,14,,0,0
Supercontig_1.5,15,,0,0
Supercontig_1.5,16,,0,0
Supercontig_1.5,17,,0,0
Supercontig_1.5,18,,0,0
Supercontig_1.5,19,302.5,0.454703333333335,1770
Supercontig_1.5,20,268,0.429042190201727,1735
Supercontig_1.5,21,311,0.555049999999997,1536
Supercontig_1.5,22,310,0.54495458452722,1396
Supercontig_1.5,23,315,0.43134524805738,1673
Supercontig_1.5,24,312,0.451446280023435,1707
Supercontig_1.5,25,312,0.444113393393393,1665
Supercontig_1.5,26,301,0.451063484087104,1791
Supercontig_1.5,27,314,0.381081632653063,1764
Supercontig_1.5,28,306,0.497632319660538,1414
Supercontig_1.5,29,311.5,0.435145530393326,1678
Supercontig_1.5,30,327,0.485074558534991,1529
Supercontig_1.5,31,305.5,0.462607025316456,1580
Supercontig_1.5,32,306,0.489970715249662,1482
Supercontig_1.5,33,312,0.417949555837564,1576
Supercontig_1.5,34,302,0.46013440860215,1581
Supercontig_1.5,35,301,0.448674147909967,1555
Supercontig_1.5,36,310,0.423196146674953,1609
Supercontig_1.5,37,312.5,0.422104115226336,1458
Supercontig_1.5,38,308,0.448385890326558,1623
Supercontig_1.5,39,306,0.406214376996805,1565
Supercontig_1.5,40,308,0.503024022346371,1432
Supercontig_1.5,41,313,0.426687568681316,1456
Supercontig_1.5,42,313,0.485746842783505,1552
Supercontig_1.5,43,318,0.496730601454063,1513
Supercontig_1.5,44,331,0.486902573309394,1671
Supercontig_1.5,45,324,0.686936183745584,1415
Supercontig_1.5,46,306,0.529958280922427,1431
Supercontig_1.5,47,306,0.531043241379309,1450
Supercontig_1.5,48,310,0.383024254473164,1509
Supercontig_1.5,49,319,0.455341105929381,1501
Supercontig_1.5,50,316,0.607129747292419,1385
Supercontig_1.5,51,310,0.424626444159178,1558
Supercontig_1.5,52,318,0.398392142377434,1489
Supercontig_1.5,53,314,0.504731937879813,1481
Supercontig_1.5,54,316.5,0.544799254843517,1342
Supercontig_1.5,55,310,0.512757562408222,1362
Supercontig_1.5,56,315,0.484280353634578,1527
Supercontig_1.5,57,315,0.440018597560973,1640
Supercontig_1.5,58,313,0.460013953488375,1505
Supercontig_1.5,59,308,0.508673324022346,1432
Supercontig_1.5,60,320,0.486912982005142,1556
Supercontig_1.5,61,311,0.399766437069503,1597
Supercontig_1.5,62,308.5,0.498821823204417,1448
Supercontig_1.5,63,304,0.37886070785843,1667
Supercontig_1.5,64,311,0.47886560992419,1451
Supercontig_1.5,65,306,0.458533500357909,1397
Supercontig_1.5,66,316,0.488186763732627,1511
Supercontig_1.5,67,306,0.407354613807244,1463
Supercontig_1.5,68,308.5,0.499742392909896,1354
Supercontig_1.5,69,312.5,0.432948830409356,1368
Supercontig_1.5,70,306,0.460986661911554,1402
Supercontig_1.5,71,304,0.465672920962197,1455
Supercontig_1.5,72,316,0.437691351697629,1561
Supercontig_1.5,73,307,0.456561604584526,1396
Supercontig_1.5,74,317,0.434331100478469,1463
Supercontig_1.5,75,306,0.477234335664337,1430
Supercontig_1.5,76,322,0.458095014044941,1424
Supercontig_1.5,77,303,0.435379055441479,1461
Supercontig_1.5,78,306.5,0.463176592797786,1444
Supercontig_1.5,79,313,0.451325556304788,1483
Supercontig_1.5,80,316,0.407454975429973,1628
Supercontig_1.5,81,311.5,0.460452861230331,1398
Supercontig_1.5,82,312,0.435403019410495,1391
Supercontig_1.5,83,308.5,0.533047784342689,1354
Supercontig_1.5,84,307,0.451382798634814,1465
Supercontig_1.5,85,311.5,0.413692444152431,1522
Supercontig_1.5,86,318,0.410219034670291,1471
Supercontig_1.5,87,304,0.503683753046304,1231
Supercontig_1.5,88,282,0.413089636608343,743
Supercontig_1.5,89,309,0.436599025748085,1437
Supercontig_1.5,90,306,0.473959815078235,1406
Supercontig_1.5,91,303.5,0.414922482269502,1410
Supercontig_1.5,92,303,0.461194113029826,1274
Supercontig_1.5,93,303,0.488543567874911,1407
Supercontig_1.5,94,319.5,0.399932835820894,1474
Supercontig_1.5,95,308,0.444751356852103,1474
Supercontig_1.5,96,307,0.458753478260868,1380
Supercontig_1.5,97,311,0.460085276532136,1338
Supercontig_1.5,98,343,0.410012635379063,1108
Supercontig_1.5,99,308,0.617197764900661,1208
Supercontig_1.5,100,304,0.504107962213226,1482
Supercontig_1.5,101,307,0.380167078189298,1458
Supercontig_1.5,102,314,0.503573146148307,1389
Supercontig_1.5,103,312,0.420342087076711,1447
Supercontig_1.5,104,302,0.555598615384614,1300
Supercontig_1.5,105,318.5,0.466689153046064,1346
Supercontig_1.5,106,309,0.421926610049541,1413
Supercontig_1.5,107,309,0.532850192159875,1301
Supercontig_1.5,108,319,0.545625884244372,1244
Supercontig_1.5,109,315,0.502364950794854,1321
Supercontig_1.5,110,314,0.451454537597233,1157
Supercontig_1.5,111,307,0.435901351351353,1406
Supercontig_1.5,112,313,0.461032676269902,1319
Supercontig_1.5,113,316,0.501728524590163,1220
Supercontig_1.5,114,312,0.383428927492446,1324
Supercontig_1.5,115,305.5,0.373612083936323,1382
Supercontig_1.5,116,310,0.552251802507836,1276
Supercontig_1.5,117,302,0.499481177381874,1291
Supercontig_1.5,118,304,0.476704591104734,1394
Supercontig_1.5,119,312,0.472962749800159,1251
Supercontig_1.5,120,305.5,0.50216799687011,1278
Supercontig_1.5,121,318,0.441372740851383,1339
Supercontig_1.5,122,326,0.43816525220176,1249
Supercontig_1.5,123,318,0.544883122743683,1108
Supercontig_1.5,124,310,0.5255987284287,1101
Supercontig_1.5,125,316,0.503816608996542,1156
Supercontig_1.5,126,319,0.431118998410173,1258
Supercontig_1.5,127,313,0.411927214684755,1253
Supercontig_1.5,128,309,0.469079338842973,1089
Supercontig_1.5,129,313,0.547496377422073,1187
Supercontig_1.5,130,307,0.375376683937823,1351
Supercontig_1.5,131,295,0.364343814080658,1463
Supercontig_1.5,132,322.5,0.581629652173912,1150
Supercontig_1.5,133,313,0.522531017770601,1238
Supercontig_1.5,134,322,0.404358631921824,1228
Supercontig_1.5,135,314,0.599897782874619,1308
Supercontig_1.5,136,310,0.593034301270419,1102
Supercontig_1.5,137,307,0.402166365688486,1329
Supercontig_1.5,138,314,0.396014049586774,1210
Supercontig_1.5,139,306,0.479732944344702,1114
Supercontig_1.5,140,319,0.486701336675024,1197
Supercontig_1.5,141,300,0.575040834057341,1151
Supercontig_1.5,142,314,0.532414141414143,1089
Supercontig_1.5,143,313,0.438529044988161,1267
Supercontig_1.5,144,310,0.567451932606542,1009
Supercontig_1.5,145,308,0.479624544582932,1043
Supercontig_1.5,146,304,0.461164841269842,1260
Supercontig_1.5,147,307,0.419688698630137,1168
Supercontig_1.5,148,312,0.445791465517241,1160
Supercontig_1.5,149,312,0.49018030438675,1117
Supercontig_1.5,150,315,0.454309232096634,1159
Supercontig_1.5,151,317,0.439618584070796,1130
Supercontig_1.5,152,322,0.487637521815009,1146
Supercontig_1.5,153,308.5,0.437842064846415,1172
Supercontig_1.5,154,302,0.411413107638888,1152
Supercontig_1.5,155,306,0.569733579335794,1084
Supercontig_1.5,156,309,0.417558131487888,1156
Supercontig_1.5,157,316.5,0.386586234458258,1126
Supercontig_1.5,158,320,0.550119913793102,1160
Supercontig_1.5,159,302,0.471985013623978,1101
Supercontig_1.5,160,307,0.485794348659004,1044
Supercontig_1.5,161,313,0.422569581395347,1075
Supercontig_1.5,162,311,0.412705367464905,1211
Supercontig_1.5,163,297,0.518706354810238,1133
Supercontig_1.5,164,297,0.436481347150259,1158
Supercontig_1.5,165,304,0.511793840230992,1039
Supercontig_1.5,166,284,0.478478838174274,1205
Supercontig_1.5,167,293,0.451830909090909,1210
Supercontig_1.5,168,318,0.334833532423208,1172
Supercontig_1.5,169,308,0.448018940248027,887
Supercontig_1.5,170,292,0.46849960753532,1274
Supercontig_1.5,171,315,0.493463369245837,1021
Supercontig_1.5,172,305.5,0.44818754385965,1140
Supercontig_1.5,173,318,0.494875445544554,1010
Supercontig_1.5,174,228.5,0.374654819277109,830
Supercontig_1.5,175,308.5,0.470232746478872,1136
Supercontig_1.5,176,315,0.387701161825725,1205
Supercontig_1.5,177,309,0.373012258606212,1191
Supercontig_1.5,178,313,0.498635982532751,1145
Supercontig_1.5,179,310,0.584717504488331,1114
Supercontig_1.5,180,303,0.386841427328109,1149
Supercontig_1.5,181,288,0.468798156277438,1139
Supercontig_1.5,182,315,0.58556841171251,1127
Supercontig_1.5,183,307,0.520991775700934,1070
Supercontig_1.5,184,311,0.42174554707379,1179
Supercontig_1.5,185,311,0.367766609145815,1159
Supercontig_1.5,186,303,0.442287910028117,1067
Supercontig_1.5,187,307,0.38763185185185,945
Supercontig_1.5,188,298,0.379447294776119,1072
Supercontig_1.5,189,318,0.639775803212852,996
Supercontig_1.5,190,314,0.581351473477407,1018
Supercontig_1.5,191,315.5,0.562053564727957,1066
Supercontig_1.5,192,313,0.518801194852941,1088
Supercontig_1.5,193,319.5,0.596489927404718,1102
Supercontig_1.5,194,330,0.611912112932605,1098
Supercontig_1.5,195,306,0.585742090656801,1081
Supercontig_1.5,196,307,0.515795172413794,1015
Supercontig_1.5,197,290,0.525878472861086,1087
Supercontig_1.5,198,283.5,0.38623470790378,1164
Supercontig_1.5,199,304,0.463536338289962,1076
Supercontig_1.5,200,298,0.529456517857144,1120
Supercontig_1.5,201,273,0.50510724801812,883
Supercontig_1.5,202,270,0.33911835594573,1253
Supercontig_1.5,203,313,0.437578777292576,1145
Supercontig_1.5,204,305.5,0.434898151408451,1136
Supercontig_1.5,205,315,0.465615398230088,1130
Supercontig_1.5,206,323,0.526076718606783,1091
Supercontig_1.5,207,299,0.400750091240874,1096
Supercontig_1.5,208,317,0.503507706255665,1103
Supercontig_1.5,209,315,0.375530459307008,1241
Supercontig_1.5,210,307,0.370623118766998,1103
Supercontig_1.5,211,295,0.507024184100417,1195
Supercontig_1.5,212,279.5,0.428635610766047,966
Supercontig_1.5,213,296,0.441674212034385,1047
Supercontig_1.5,214,316,0.541388938053097,1130
Supercontig_1.5,215,323.5,0.376423583333334,1200
Supercontig_1.5,216,307,0.462065,1200
Supercontig_1.5,217,316,0.479887022222221,1125
Supercontig_1.5,218,314,0.443590869939707,1161
Supercontig_1.5,219,306.5,0.394099644128113,1124
Supercontig_1.5,220,309,0.375849958574979,1207
Supercontig_1.5,221,304,0.564858883720934,1075
Supercontig_1.5,222,322,0.558232084095065,1094
Supercontig_1.5,223,323,0.413342056856187,1196
Supercontig_1.5,224,314,0.413060598705501,1236
Supercontig_1.5,225,306,0.494416855895197,1145
Supercontig_1.5,226,296,0.477684975369457,1218
Supercontig_1.5,227,299,0.513526897214217,1041
Supercontig_1.5,228,314.5,0.444839981949458,1108
Supercontig_1.5,229,302,0.359501467505241,954
Supercontig_1.5,230,311,0.462475680580764,1102
Supercontig_1.5,231,325,0.617071440897326,1159
Supercontig_1.5,232,324,0.3467955922865,1089
Supercontig_1.5,233,326,0.468375200000001,1125
Supercontig_1.5,234,319,0.40041500802568,1246
Supercontig_1.5,235,316,0.436812375790423,1107
Supercontig_1.5,236,316.5,0.53253604206501,1046
Supercontig_1.5,237,324,0.394007059800663,1204
Supercontig_1.5,238,320,0.429245925925925,1080
Supercontig_1.5,239,306,0.393971390611159,1129
Supercontig_1.5,240,323,0.504791292392301,1091
Supercontig_1.5,241,314,0.553380454545454,1100
Supercontig_1.5,242,303,0.523545734388743,1137
Supercontig_1.5,243,307,0.460418708053691,1192
Supercontig_1.5,244,320,0.364828707718994,1153
Supercontig_1.5,245,313,0.35145569105691,1230
Supercontig_1.5,246,307,0.571469708372532,1063
Supercontig_1.5,247,311,0.612965733590734,1036
Supercontig_1.5,248,321,0.411268177777776,1125
Supercontig_1.5,249,323,0.489410495626823,1029
Supercontig_1.5,250,316,0.468022597864768,1124
Supercontig_1.5,251,317,0.446145670789724,1051
