CHROM,BIN,MEDIAN_INSERT_SIZE,GC,OBSERVATIONS
MT_CBS_6936,0,247,0.27354423657332,50031
MT_CBS_6936,1,307,0.166138936966395,52115
MT_CBS_6936,2,285,0.293234588354245,57343
MT_CBS_6936,3,294,0.241436946051897,53570
MT_CBS_6936,4,293,0.206380800180505,53188
MT_CBS_6936,5,291,0.256693339383257,58403
MT_CBS_6936,6,283,0.255051582361086,53654
MT_CBS_6936,7,299,0.290756295025664,46640
MT_CBS_6936,8,280,0.314897710106266,50177
MT_CBS_6936,9,286,0.306114240114217,47619
MT_CBS_6936,10,289,0.273262813251923,54030
MT_CBS_6936,11,291,0.253647801006694,53047
MT_CBS_6936,12,286,0.266883807911086,54329
MT_CBS_6936,13,289,0.297859132814364,51523
MT_CBS_6936,14,282,0.298277486431354,57854
MT_CBS_6936,15,283,0.305687000114767,52262
MT_CBS_6936,16,286,0.346656483623955,53157
MT_CBS_6936,17,298,0.349319140002555,60256
MT_CBS_6936,18,292,0.269940735830275,54306
MT_CBS_6936,19,287,0.252283666802136,61525
MT_CBS_6936,20,292,0.286475639886988,61925
MT_CBS_6936,21,292,0.246328176328315,59117
MT_CBS_6936,22,287,0.258746267804283,57781
MT_CBS_6936,23,292,0.210360318148757,57646
MT_CBS_6936,24,264,0.286154541439375,52076
Supercontig_1.2,0,259,0.437523909249563,1719
Supercontig_1.2,1,270,0.439981616161616,1485
Supercontig_1.2,2,277.5,0.356521236559137,1116
Supercontig_1.2,3,282,0.400227609427609,1782
Supercontig_1.2,4,285,0.410588882138516,1646
Supercontig_1.2,5,281,0.392162006578947,1824
Supercontig_1.2,6,283,0.4559572162008,1753
Supercontig_1.2,7,285,0.420243657142857,1750
Supercontig_1.2,8,272,0.474136213235296,1632
Supercontig_1.2,9,277,0.44034342921602,1773
Supercontig_1.2,10,279,0.426046954022991,1740
Supercontig_1.2,11,295,0.367196276595743,1880
Supercontig_1.2,12,291,0.397290564048497,1897
Supercontig_1.2,13,287,0.390527468284611,1813
Supercontig_1.2,14,289,0.403176927374303,1790
Supercontig_1.2,15,273,0.43780319327731,1785
Supercontig_1.2,16,285,0.45068515942029,1725
Supercontig_1.2,17,279,0.473724228028503,1684
Supercontig_1.2,18,280,0.441870328988206,1611
Supercontig_1.2,19,290,0.39036407219402,1773
Supercontig_1.2,20,286,0.438923951048951,1716
Supercontig_1.2,21,279,0.394943673012319,1786
Supercontig_1.2,22,279,0.414662154540324,1773
Supercontig_1.2,23,291,0.388365054691997,1737
Supercontig_1.2,24,236,0.412403693931398,758
Supercontig_1.2,25,273,0.43900031036623,1611
Supercontig_1.2,26,281,0.457388491823138,1651
Supercontig_1.2,27,272,0.490072416201117,1432
Supercontig_1.2,28,288,0.418309046153846,1625
Supercontig_1.2,29,285,0.438136279607164,1731
Supercontig_1.2,30,277,0.43090950570342,1578
Supercontig_1.2,31,278,0.420186376981797,1703
Supercontig_1.2,32,283.5,0.41786984505364,1678
Supercontig_1.2,33,277,0.437268954457986,1559
Supercontig_1.2,34,281,0.476958478802994,1604
Supercontig_1.2,35,280,0.42016139088729,1668
Supercontig_1.2,36,278,0.429512758201702,1646
Supercontig_1.2,37,280,0.425726940639269,1533
Supercontig_1.2,38,264,0.423039502762431,1448
Supercontig_1.2,39,280,0.471081399870385,1543
Supercontig_1.2,40,279,0.511232227185704,1567
Supercontig_1.2,41,281,0.45068219354839,1550
Supercontig_1.2,42,282,0.445025084516564,1479
Supercontig_1.2,43,277,0.426632401524777,1574
Supercontig_1.2,44,273.5,0.453937820512818,1560
Supercontig_1.2,45,275,0.459235657370518,1506
Supercontig_1.2,46,280,0.421056456043957,1456
Supercontig_1.2,47,281,0.489460188087775,1595
Supercontig_1.2,48,274,0.454547244623655,1488
Supercontig_1.2,49,284,0.404973838319541,1571
Supercontig_1.2,50,289.5,0.375755521472389,1630
Supercontig_1.2,51,283,0.403048119402985,1675
Supercontig_1.2,52,292,0.371622835633625,1594
Supercontig_1.2,53,279,0.440443379571247,1586
Supercontig_1.2,54,279,0.424587059538277,1646
Supercontig_1.2,55,285.5,0.409053787878788,1584
Supercontig_1.2,56,274,0.376258521787094,1813
Supercontig_1.2,57,283.5,0.374394917407878,1574
Supercontig_1.2,58,271,0.425246407927331,1211
Supercontig_1.2,59,279,0.454592101648352,1456
Supercontig_1.2,60,283,0.395930895795249,1641
Supercontig_1.2,61,286,0.410848571428569,1505
Supercontig_1.2,62,284,0.412043679525218,1685
Supercontig_1.2,63,288,0.39351049833887,1505
Supercontig_1.2,64,282,0.407146149029429,1597
Supercontig_1.2,65,283,0.406151990049749,1608
Supercontig_1.2,66,274,0.41051398702235,1387
Supercontig_1.2,67,278,0.476306025727827,1477
Supercontig_1.2,68,280,0.416245250659631,1516
Supercontig_1.2,69,287,0.434880730659025,1396
Supercontig_1.2,70,280,0.416280921052631,1520
Supercontig_1.2,71,286,0.433634405339805,1648
Supercontig_1.2,72,289,0.376065993485338,1535
Supercontig_1.2,73,291,0.398640360610263,1442
Supercontig_1.2,74,283,0.424627802128989,1597
Supercontig_1.2,75,280,0.412138120104438,1532
Supercontig_1.2,76,281,0.383257811424638,1453
Supercontig_1.2,77,288,0.408219963031421,1623
Supercontig_1.2,78,286,0.419276404494381,1513
Supercontig_1.2,79,285,0.40543369199731,1487
Supercontig_1.2,80,281,0.406797838214784,1434
Supercontig_1.2,81,288,0.415447770700635,1570
Supercontig_1.2,82,278,0.427178535031848,1570
Supercontig_1.2,83,287,0.425490963455147,1505
Supercontig_1.2,84,284,0.44640077459334,1291
Supercontig_1.2,85,287,0.424874486414844,1509
Supercontig_1.2,86,288,0.389849365482232,1576
Supercontig_1.2,87,289,0.38767845373891,1578
Supercontig_1.2,88,289,0.360750862068966,1624
Supercontig_1.2,89,279,0.402413914174254,1538
Supercontig_1.2,90,282,0.467731481481481,1458
Supercontig_1.2,91,272,0.52013732549596,1361
Supercontig_1.2,92,290,0.456603209700428,1402
Supercontig_1.2,93,278,0.547104108681247,1509
Supercontig_1.2,94,273.5,0.517633241758242,1456
Supercontig_1.2,95,279,0.514688734455012,1367
Supercontig_1.2,96,277,0.487570250896057,1395
Supercontig_1.2,97,290,0.495304195804199,1430
Supercontig_1.2,98,275,0.419787206965842,1493
Supercontig_1.2,99,290,0.40179561461794,1505
Supercontig_1.2,100,284,0.39946477483035,1621
Supercontig_1.2,101,280,0.378669596827492,1513
Supercontig_1.2,102,281,0.410242481456506,1483
Supercontig_1.2,103,278,0.421396244430299,1571
Supercontig_1.2,104,284,0.421097213622289,1615
Supercontig_1.2,105,286.5,0.433139121621621,1480
Supercontig_1.2,106,281,0.469856013513515,1480
Supercontig_1.2,107,273,0.482492047026282,1446
Supercontig_1.2,108,281,0.425944560669454,1434
Supercontig_1.2,109,288,0.388859102564103,1560
Supercontig_1.2,110,288,0.389510101694913,1475
Supercontig_1.2,111,266,0.47385211062591,1374
Supercontig_1.2,112,282,0.421613215547705,1415
Supercontig_1.2,113,275,0.423993837357051,1574
Supercontig_1.2,114,283,0.40044973856209,1530
Supercontig_1.2,115,292,0.397318014705881,1632
Supercontig_1.2,116,282,0.400451897018969,1476
Supercontig_1.2,117,281,0.383316104611148,1453
Supercontig_1.2,118,292,0.376376324395025,1529
Supercontig_1.2,119,287,0.402488258317024,1533
Supercontig_1.2,120,289,0.416476972833117,1546
Supercontig_1.2,121,284.5,0.421545189873419,1580
Supercontig_1.2,122,276,0.410470476190474,1575
Supercontig_1.2,123,275,0.466533495482974,1439
Supercontig_1.2,124,275,0.477380358327803,1507
Supercontig_1.2,125,284,0.445964652143359,1423
Supercontig_1.2,126,275,0.449640028490029,1404
Supercontig_1.2,127,289,0.448631651693157,1447
Supercontig_1.2,128,284,0.399477791640672,1603
Supercontig_1.2,129,272,0.427899489470324,1567
Supercontig_1.2,130,271,0.4513775606469,1484
Supercontig_1.2,131,287,0.428968135838148,1384
Supercontig_1.2,132,279,0.446194642857144,1400
Supercontig_1.2,133,283,0.424800598802395,1503
Supercontig_1.2,134,287.5,0.411115637065637,1554
Supercontig_1.2,135,275,0.468142330877428,1493
Supercontig_1.2,136,283.5,0.490834232954545,1408
Supercontig_1.2,137,278,0.45001330909091,1375
Supercontig_1.2,138,288,0.485680713245996,1374
Supercontig_1.2,139,285,0.457862711864406,1416
Supercontig_1.2,140,279,0.415441345525798,1531
Supercontig_1.2,141,282.5,0.409236909871244,1398
Supercontig_1.2,142,281,0.439941546885695,1461
Supercontig_1.2,143,287,0.387604793171372,1523
Supercontig_1.2,144,284,0.428575841184388,1486
Supercontig_1.2,145,289,0.415739267767407,1393
Supercontig_1.2,146,286,0.40157037533512,1492
Supercontig_1.2,147,275,0.402055625436756,1431
Supercontig_1.2,148,277.5,0.442832316227462,1442
Supercontig_1.2,149,289,0.410281149264192,1427
Supercontig_1.2,150,280.5,0.423250965824665,1346
Supercontig_1.2,151,287,0.414239039665969,1437
Supercontig_1.2,152,280,0.45538474930362,1436
Supercontig_1.2,153,280,0.430948999309869,1449
Supercontig_1.2,154,286,0.42931182001343,1489
Supercontig_1.2,155,285,0.41456286254729,1586
Supercontig_1.2,156,285,0.418276280323448,1484
Supercontig_1.2,157,282,0.427256545961003,1436
Supercontig_1.2,158,285,0.423640701754384,1425
Supercontig_1.2,159,286,0.408706123869169,1437
Supercontig_1.2,160,279,0.407874217188539,1501
Supercontig_1.2,161,278,0.444149318996416,1395
Supercontig_1.2,162,280,0.436616154873164,1498
Supercontig_1.2,163,279,0.431927157190634,1495
Supercontig_1.2,164,289,0.418318328651684,1424
Supercontig_1.2,165,280,0.412020427728612,1356
Supercontig_1.2,166,278,0.406381793103449,1450
Supercontig_1.2,167,282.5,0.430993155619596,1388
Supercontig_1.2,168,286,0.390520726072606,1515
Supercontig_1.2,169,278,0.399301888020835,1536
Supercontig_1.2,170,290,0.421126505139499,1362
Supercontig_1.2,171,288,0.410823014256621,1473
Supercontig_1.2,172,293,0.429041494329551,1499
Supercontig_1.2,173,285,0.396377314814814,1512
Supercontig_1.2,174,281,0.397442688842687,1443
Supercontig_1.2,175,286,0.395668023255812,1376
Supercontig_1.2,176,283,0.412680908445707,1409
Supercontig_1.2,177,276,0.448167210682493,1348
Supercontig_1.2,178,279,0.450230367231637,1416
Supercontig_1.2,179,280,0.5756853021978,1456
Supercontig_1.2,180,280.5,0.484660371959943,1398
Supercontig_1.2,181,272.5,0.428651698670606,1354
Supercontig_1.2,182,276,0.395806037991858,1474
Supercontig_1.2,183,281,0.434282605633802,1420
Supercontig_1.2,184,273,0.428948622486968,1343
Supercontig_1.2,185,284,0.411849198606271,1435
Supercontig_1.2,186,285,0.387848771929824,1425
Supercontig_1.2,187,287,0.437654303708888,1429
Supercontig_1.2,188,282,0.461146959706959,1365
Supercontig_1.2,189,279,0.443325054784515,1369
Supercontig_1.2,190,289,0.427376122594438,1403
Supercontig_1.2,191,288,0.423212297962053,1423
Supercontig_1.2,192,271.5,0.464659922480619,1290
Supercontig_1.2,193,279,0.400857018132976,1489
Supercontig_1.2,194,287,0.410799405548214,1514
Supercontig_1.2,195,279,0.431957164179103,1340
Supercontig_1.2,196,275,0.414085403050107,1377
Supercontig_1.2,197,285.5,0.435137536873155,1356
Supercontig_1.2,198,280,0.429862957074721,1258
Supercontig_1.2,199,273,0.449666429136975,1263
Supercontig_1.2,200,279,0.411041933085503,1345
Supercontig_1.2,201,281,0.451457779401023,1369
Supercontig_1.2,202,272,0.453225386996904,1292
