CHROM,BIN,MEDIAN_INSERT_SIZE,GC,OBSERVATIONS
Supercontig_1.2,0,211.5,0.37879364548495,598
Supercontig_1.2,1,198,0.439135294117648,493
Supercontig_1.2,2,191,0.347723484848485,396
Supercontig_1.2,3,204,0.397750902527077,554
Supercontig_1.2,4,202,0.407361111111112,558
Supercontig_1.2,5,205,0.387570194003528,567
Supercontig_1.2,6,207,0.455255913978495,558
Supercontig_1.2,7,211.5,0.412235416666667,528
Supercontig_1.2,8,212,0.47240143626571,557
Supercontig_1.2,9,205,0.437810178571429,560
Supercontig_1.2,10,207,0.423272695652175,575
Supercontig_1.2,11,208,0.36412736,625
Supercontig_1.2,12,207.5,0.396367326732674,606
Supercontig_1.2,13,205,0.386098333333334,540
Supercontig_1.2,14,207,0.401503338898164,599
Supercontig_1.2,15,208,0.434874952198853,523
Supercontig_1.2,16,216,0.444930861723447,499
Supercontig_1.2,17,208,0.468865573770493,488
Supercontig_1.2,18,206,0.436505333333334,450
Supercontig_1.2,19,211.5,0.385287050359713,556
Supercontig_1.2,20,213.5,0.437054054054055,518
Supercontig_1.2,21,209,0.394051413427562,566
Supercontig_1.2,22,203,0.409575049115913,509
Supercontig_1.2,23,204,0.389078966131907,561
Supercontig_1.2,24,175,0.412720879120879,273
Supercontig_1.2,25,209,0.4351738336714,493
Supercontig_1.2,26,214,0.44996918918919,555
Supercontig_1.2,27,202,0.489175501113586,449
Supercontig_1.2,28,204.5,0.417049404761906,504
Supercontig_1.2,29,213,0.43571170825336,521
Supercontig_1.2,30,207,0.427190945674044,497
Supercontig_1.2,31,206,0.413398622047244,508
Supercontig_1.2,32,206,0.413433714285714,525
Supercontig_1.2,33,216,0.432230962343097,478
Supercontig_1.2,34,207,0.47491555075594,463
Supercontig_1.2,35,204,0.419118619246862,478
Supercontig_1.2,36,206,0.425808316831684,505
Supercontig_1.2,37,209,0.423783610451307,421
Supercontig_1.2,38,209,0.419330861244019,418
Supercontig_1.2,39,207,0.470153138075315,478
Supercontig_1.2,40,214,0.51023436123348,454
Supercontig_1.2,41,211.5,0.446458823529412,510
Supercontig_1.2,42,208.5,0.440719248826292,426
Supercontig_1.2,43,206.5,0.422502459016394,488
Supercontig_1.2,44,213,0.447694218415418,467
Supercontig_1.2,45,211,0.466924838012959,463
Supercontig_1.2,46,204.5,0.412078461538461,520
Supercontig_1.2,47,206,0.483404166666666,456
Supercontig_1.2,48,201,0.453346730769231,520
Supercontig_1.2,49,202,0.394883265306124,490
Supercontig_1.2,50,205.5,0.373499230769231,520
Supercontig_1.2,51,206,0.401358878504674,535
Supercontig_1.2,52,207.5,0.371751593625498,502
Supercontig_1.2,53,205.5,0.439563319672131,488
Supercontig_1.2,54,215,0.4210806,500
Supercontig_1.2,55,213,0.401742393509128,493
Supercontig_1.2,56,193,0.374976992753624,552
Supercontig_1.2,57,207,0.362614623655914,465
Supercontig_1.2,58,193,0.412247517730497,423
Supercontig_1.2,59,210,0.450489376443419,433
Supercontig_1.2,60,210,0.395320625000001,480
Supercontig_1.2,61,206,0.405352668213457,431
Supercontig_1.2,62,206,0.404513193116634,523
Supercontig_1.2,63,208,0.392446330275229,436
Supercontig_1.2,64,202,0.402706832298137,483
Supercontig_1.2,65,207,0.401124000000001,475
Supercontig_1.2,66,202,0.410028571428572,448
Supercontig_1.2,67,207,0.472763972286375,433
Supercontig_1.2,68,209.5,0.408962765957447,470
Supercontig_1.2,69,209,0.43197201946472,411
Supercontig_1.2,70,211,0.414904246284502,471
Supercontig_1.2,71,206,0.431000211864407,472
