Gene	Pn	Ps	Pn_Ps	Total_Variants
CLUG_00004	0	0	Undef	0
CLUG_00005	0	0	Undef	0
CLUG_00006	0	0	Undef	0
CLUG_00007	0	0	Undef	0
CLUG_00008	0	0	Undef	0
CLUG_00009	0	0	Undef	0
CLUG_00010	0	0	Undef	0
CLUG_00011	0	0	Undef	0
CLUG_00015	0	0	Undef	0
CLUG_00016	0	0	Undef	0
CLUG_00017	0	0	Undef	0
CLUG_00018	0	0	Undef	0
CLUG_00019	0	0	Undef	0
CLUG_00020	0	0	Undef	0
CLUG_00021	0	0	Undef	0
CLUG_00022	0	0	Undef	0
CLUG_00023	0	0	Undef	0
CLUG_00024	0	0	Undef	0
CLUG_00025	0	0	Undef	0
CLUG_00026	0	0	Undef	0
CLUG_00027	0	0	Undef	0
CLUG_00028	0	0	Undef	0
CLUG_00029	0	0	Undef	0
CLUG_00030	0	0	Undef	0
CLUG_00031	0	0	Undef	0
CLUG_00032	0	0	Undef	0
CLUG_00033	0	0	Undef	0
CLUG_00034	0	0	Undef	0
CLUG_00035	0	0	Undef	0
CLUG_00036	0	0	Undef	0
CLUG_00044	0	0	Undef	0
CLUG_00045	0	0	Undef	0
CLUG_00046	0	0	Undef	0
CLUG_00047	0	0	Undef	0
CLUG_00048	0	0	Undef	0
CLUG_00049	0	0	Undef	0
CLUG_00059	0	0	Undef	0
CLUG_00060	0	0	Undef	0
CLUG_00061	0	0	Undef	0
CLUG_00062	0	0	Undef	0
CLUG_00063	0	0	Undef	0
CLUG_00064	0	0	Undef	0
CLUG_00065	0	0	Undef	0
CLUG_00066	0	0	Undef	0
CLUG_00067	0	0	Undef	0
CLUG_00068	0	0	Undef	0
CLUG_00069	0	0	Undef	0
CLUG_00070	0	0	Undef	0
CLUG_00071	0	0	Undef	0
CLUG_00072	0	0	Undef	0
CLUG_00073	0	0	Undef	0
CLUG_00074	0	0	Undef	0
CLUG_00075	0	0	Undef	0
CLUG_00076	0	0	Undef	0
CLUG_00077	0	0	Undef	0
CLUG_00089	0	0	Undef	0
CLUG_00090	0	0	Undef	0
CLUG_00091	0	0	Undef	0
CLUG_00092	0	0	Undef	0
CLUG_00093	0	0	Undef	0
CLUG_00094	0	0	Undef	0
CLUG_00095	0	0	Undef	0
CLUG_00096	0	0	Undef	0
CLUG_00103	0	0	Undef	0
CLUG_00104	0	0	Undef	0
CLUG_00105	0	0	Undef	0
CLUG_00106	0	0	Undef	0
CLUG_00107	0	0	Undef	0
CLUG_00108	0	0	Undef	0
CLUG_00128	0	0	Undef	0
CLUG_00129	0	0	Undef	0
CLUG_00130	0	0	Undef	0
CLUG_00131	0	0	Undef	0
CLUG_00132	0	0	Undef	0
CLUG_00133	0	0	Undef	0
CLUG_00134	0	0	Undef	0
CLUG_00135	0	0	Undef	0
CLUG_00143	0	0	Undef	0
CLUG_00144	0	0	Undef	0
CLUG_00145	0	0	Undef	0
CLUG_00146	0	0	Undef	0
CLUG_00147	0	0	Undef	0
CLUG_00148	0	0	Undef	0
CLUG_00149	0	0	Undef	0
CLUG_00178	0	0	Undef	0
CLUG_00179	0	0	Undef	0
CLUG_00180	0	0	Undef	0
CLUG_00181	0	0	Undef	0
CLUG_00235	0	0	Undef	0
CLUG_00236	0	0	Undef	0
CLUG_00237	0	0	Undef	0
CLUG_00238	0	0	Undef	0
CLUG_00239	0	0	Undef	0
CLUG_00240	0	0	Undef	0
CLUG_00241	0	0	Undef	0
CLUG_00242	0	0	Undef	0
CLUG_00249	0	0	Undef	0
CLUG_00250	0	0	Undef	0
CLUG_00251	0	0	Undef	0
CLUG_00252	0	0	Undef	0
CLUG_00253	1	0	Undef	1
CLUG_00254	0	0	Undef	0
CLUG_00255	0	0	Undef	0
CLUG_00288	0	0	Undef	0
CLUG_00289	0	0	Undef	0
CLUG_00290	0	0	Undef	0
CLUG_00291	0	0	Undef	0
CLUG_00292	0	0	Undef	0
CLUG_00293	0	0	Undef	0
CLUG_00294	0	0	Undef	0
CLUG_00295	0	0	Undef	0
CLUG_00298	0	0	Undef	0
CLUG_00299	0	0	Undef	0
CLUG_00300	0	0	Undef	0
CLUG_00301	0	0	Undef	0
CLUG_00302	0	0	Undef	0
CLUG_00303	0	0	Undef	0
CLUG_00304	0	0	Undef	0
CLUG_00305	0	0	Undef	0
CLUG_00318	0	0	Undef	0
CLUG_00319	0	0	Undef	0
CLUG_00320	0	0	Undef	0
CLUG_00321	0	0	Undef	0
CLUG_00322	0	0	Undef	0
CLUG_00323	0	0	Undef	0
CLUG_00331	0	0	Undef	0
CLUG_00332	0	0	Undef	0
CLUG_00333	0	0	Undef	0
CLUG_00334	0	0	Undef	0
CLUG_00335	0	0	Undef	0
CLUG_00336	0	0	Undef	0
CLUG_00355	0	0	Undef	0
CLUG_00356	0	0	Undef	0
CLUG_00357	0	0	Undef	0
CLUG_00358	0	0	Undef	0
CLUG_00359	0	0	Undef	0
CLUG_00360	0	0	Undef	0
CLUG_00366	0	0	Undef	0
CLUG_00367	0	0	Undef	0
CLUG_00368	0	0	Undef	0
CLUG_00369	0	0	Undef	0
CLUG_00370	0	0	Undef	0
CLUG_00371	0	0	Undef	0
CLUG_00372	0	0	Undef	0
CLUG_00378	0	0	Undef	0
CLUG_00379	1	0	Undef	1
CLUG_00380	0	0	Undef	0
CLUG_00381	0	0	Undef	0
CLUG_00382	0	0	Undef	0
CLUG_00421	0	0	Undef	0
CLUG_00422	0	0	Undef	0
CLUG_00423	0	0	Undef	0
CLUG_00424	0	0	Undef	0
CLUG_00444	0	0	Undef	0
CLUG_00445	0	0	Undef	0
CLUG_00446	0	0	Undef	0
CLUG_00447	0	0	Undef	0
CLUG_00463	0	0	Undef	0
CLUG_00464	0	0	Undef	0
CLUG_00465	0	0	Undef	0
CLUG_00466	0	0	Undef	0
CLUG_00467	0	0	Undef	0
CLUG_00468	0	0	Undef	0
CLUG_00474	0	0	Undef	0
CLUG_00475	0	0	Undef	0
CLUG_00476	0	0	Undef	0
CLUG_00477	0	0	Undef	0
CLUG_00478	0	0	Undef	0
CLUG_00479	0	0	Undef	0
CLUG_00480	0	0	Undef	0
CLUG_00481	0	0	Undef	0
CLUG_00482	0	0	Undef	0
CLUG_00487	0	0	Undef	0
CLUG_00488	0	0	Undef	0
CLUG_00489	0	0	Undef	0
CLUG_00490	0	0	Undef	0
CLUG_00491	0	0	Undef	0
CLUG_00492	0	0	Undef	0
CLUG_00493	0	0	Undef	0
CLUG_00556	0	0	Undef	0
CLUG_00557	0	0	Undef	0
CLUG_00558	0	0	Undef	0
CLUG_00559	0	0	Undef	0
CLUG_00560	0	0	Undef	0
CLUG_00561	0	0	Undef	0
CLUG_00603	0	0	Undef	0
CLUG_00604	0	0	Undef	0
CLUG_00605	0	0	Undef	0
CLUG_00606	0	0	Undef	0
CLUG_00607	0	0	Undef	0
CLUG_00608	0	0	Undef	0
CLUG_00609	0	0	Undef	0
CLUG_00700	0	0	Undef	0
CLUG_00701	0	0	Undef	0
CLUG_00702	0	0	Undef	0
CLUG_00703	0	0	Undef	0
CLUG_00704	0	0	Undef	0
CLUG_00705	0	0	Undef	0
CLUG_00729	0	0	Undef	0
CLUG_00730	0	0	Undef	0
CLUG_00731	0	0	Undef	0
CLUG_00732	0	0	Undef	0
CLUG_00733	0	0	Undef	0
CLUG_00734	0	0	Undef	0
CLUG_00749	0	0	Undef	0
CLUG_00750	0	0	Undef	0
CLUG_00751	0	0	Undef	0
CLUG_00752	0	0	Undef	0
CLUG_00753	0	0	Undef	0
CLUG_00754	0	0	Undef	0
CLUG_00755	0	0	Undef	0
CLUG_00760	0	0	Undef	0
CLUG_00761	0	0	Undef	0
CLUG_00762	0	0	Undef	0
CLUG_00763	0	0	Undef	0
CLUG_00768	0	0	Undef	0
CLUG_00769	0	0	Undef	0
CLUG_00770	0	0	Undef	0
CLUG_00771	0	0	Undef	0
CLUG_00772	0	0	Undef	0
CLUG_00773	0	0	Undef	0
CLUG_00780	0	0	Undef	0
CLUG_00781	0	0	Undef	0
CLUG_00782	0	0	Undef	0
CLUG_00783	0	0	Undef	0
CLUG_00784	0	0	Undef	0
CLUG_00785	0	0	Undef	0
CLUG_00786	0	0	Undef	0
CLUG_00787	0	0	Undef	0
CLUG_00788	0	0	Undef	0
CLUG_00789	0	0	Undef	0
CLUG_00790	0	0	Undef	0
CLUG_00791	0	0	Undef	0
CLUG_00792	0	0	Undef	0
CLUG_00793	0	0	Undef	0
CLUG_00794	0	0	Undef	0
CLUG_00795	0	0	Undef	0
CLUG_00796	0	0	Undef	0
CLUG_00797	0	0	Undef	0
CLUG_00804	0	0	Undef	0
CLUG_00805	0	0	Undef	0
CLUG_00806	0	0	Undef	0
CLUG_00807	0	0	Undef	0
CLUG_00808	0	0	Undef	0
CLUG_00818	0	0	Undef	0
CLUG_00819	0	0	Undef	0
CLUG_00820	0	0	Undef	0
CLUG_00821	0	0	Undef	0
CLUG_00822	0	0	Undef	0
CLUG_00823	0	0	Undef	0
CLUG_00824	0	0	Undef	0
CLUG_00825	0	0	Undef	0
CLUG_00826	0	0	Undef	0
CLUG_00830	0	0	Undef	0
CLUG_00831	0	0	Undef	0
CLUG_00832	0	0	Undef	0
CLUG_00833	0	0	Undef	0
CLUG_00834	0	0	Undef	0
CLUG_00841	0	0	Undef	0
CLUG_00842	0	0	Undef	0
CLUG_00843	0	0	Undef	0
CLUG_00844	0	0	Undef	0
CLUG_00845	0	0	Undef	0
CLUG_00846	0	0	Undef	0
CLUG_00851	0	0	Undef	0
CLUG_00852	0	0	Undef	0
CLUG_00853	0	0	Undef	0
CLUG_00854	0	0	Undef	0
CLUG_00855	0	0	Undef	0
CLUG_00856	0	0	Undef	0
CLUG_00861	0	0	Undef	0
CLUG_00862	0	0	Undef	0
CLUG_00863	0	0	Undef	0
CLUG_00864	0	0	Undef	0
CLUG_00865	0	0	Undef	0
CLUG_00866	0	0	Undef	0
CLUG_00873	0	0	Undef	0
CLUG_00874	0	0	Undef	0
CLUG_00875	0	0	Undef	0
CLUG_00876	0	0	Undef	0
CLUG_00877	0	0	Undef	0
CLUG_00878	0	0	Undef	0
CLUG_00879	0	0	Undef	0
CLUG_00880	0	0	Undef	0
CLUG_00881	0	0	Undef	0
CLUG_00882	0	0	Undef	0
CLUG_00883	0	0	Undef	0
CLUG_00884	0	0	Undef	0
CLUG_00885	0	0	Undef	0
CLUG_00910	0	0	Undef	0
CLUG_00911	0	0	Undef	0
CLUG_00912	0	0	Undef	0
CLUG_00913	0	0	Undef	0
CLUG_00914	0	0	Undef	0
CLUG_00915	0	0	Undef	0
CLUG_00916	0	0	Undef	0
CLUG_00917	0	0	Undef	0
CLUG_00918	0	0	Undef	0
CLUG_00919	0	0	Undef	0
CLUG_00920	0	0	Undef	0
CLUG_00921	0	0	Undef	0
CLUG_00922	0	0	Undef	0
CLUG_00923	0	0	Undef	0
CLUG_00932	0	0	Undef	0
CLUG_00933	0	0	Undef	0
CLUG_00934	0	0	Undef	0
CLUG_00935	0	0	Undef	0
CLUG_00936	0	0	Undef	0
CLUG_00937	0	0	Undef	0
CLUG_00938	0	0	Undef	0
CLUG_00939	0	0	Undef	0
CLUG_00940	0	0	Undef	0
CLUG_00941	0	0	Undef	0
CLUG_00942	0	0	Undef	0
CLUG_00943	0	0	Undef	0
CLUG_00944	0	0	Undef	0
CLUG_00945	0	0	Undef	0
CLUG_00946	0	0	Undef	0
CLUG_00947	0	0	Undef	0
CLUG_00948	0	0	Undef	0
CLUG_00949	0	0	Undef	0
CLUG_00950	0	0	Undef	0
CLUG_00951	0	0	Undef	0
CLUG_00952	0	0	Undef	0
CLUG_00953	0	0	Undef	0
CLUG_00964	0	0	Undef	0
CLUG_00965	0	0	Undef	0
CLUG_00966	0	0	Undef	0
CLUG_00967	0	0	Undef	0
CLUG_00968	0	0	Undef	0
CLUG_00969	0	0	Undef	0
CLUG_00977	0	0	Undef	0
CLUG_00978	0	0	Undef	0
CLUG_00979	0	0	Undef	0
CLUG_00980	0	0	Undef	0
CLUG_00981	0	0	Undef	0
CLUG_00982	0	0	Undef	0
CLUG_00984	0	0	Undef	0
CLUG_00985	0	0	Undef	0
CLUG_00986	0	0	Undef	0
CLUG_00987	0	0	Undef	0
CLUG_00988	0	0	Undef	0
CLUG_00989	0	0	Undef	0
CLUG_00990	0	0	Undef	0
CLUG_01016	0	0	Undef	0
CLUG_01017	0	0	Undef	0
CLUG_01018	0	0	Undef	0
CLUG_01019	0	0	Undef	0
CLUG_01021	0	0	Undef	0
CLUG_01022	0	0	Undef	0
CLUG_01023	0	0	Undef	0
CLUG_01024	0	0	Undef	0
CLUG_01025	0	0	Undef	0
CLUG_01026	0	0	Undef	0
CLUG_01027	0	0	Undef	0
CLUG_01028	0	0	Undef	0
